bin_num	chr	start	end	bin5mb	arm
4051	chr2	195900000	195999999	70	2q
4052	chr2	196000000	196099999	70	2q
4053	chr2	196100000	196199999	70	2q
4054	chr2	196200000	196299999	70	2q
4055	chr2	196300000	196399999	70	2q
4056	chr2	196400000	196499999	70	2q
4057	chr2	196500000	196599999	70	2q
4058	chr2	196600000	196699999	70	2q
4059	chr2	196700000	196799999	70	2q
4060	chr2	196800000	196899999	70	2q
4061	chr2	196900000	196999999	70	2q
4062	chr2	197000000	197099999	70	2q
4063	chr2	197100000	197199999	70	2q
4064	chr2	197200000	197299999	70	2q
4065	chr2	197300000	197399999	70	2q
4066	chr2	197400000	197499999	70	2q
4067	chr2	197500000	197599999	70	2q
4068	chr2	197600000	197699999	70	2q
4069	chr2	197700000	197799999	69	2q
4070	chr2	197800000	197899999	69	2q
4071	chr2	197900000	197999999	69	2q
4072	chr2	198000000	198099999	69	2q
4073	chr2	198100000	198199999	69	2q
4074	chr2	198200000	198299999	69	2q
4075	chr2	198300000	198399999	69	2q
4076	chr2	198400000	198499999	69	2q
4077	chr2	198500000	198599999	69	2q
4078	chr2	198600000	198699999	69	2q
4079	chr2	198700000	198799999	69	2q
4080	chr2	198800000	198899999	69	2q
4081	chr2	198900000	198999999	69	2q
4082	chr2	199000000	199099999	69	2q
4083	chr2	199100000	199199999	69	2q
4084	chr2	199200000	199299999	69	2q
4085	chr2	199300000	199399999	69	2q
4086	chr2	199400000	199499999	69	2q
4087	chr2	199500000	199599999	69	2q
4088	chr2	199600000	199699999	69	2q
4089	chr2	199700000	199799999	69	2q
4090	chr2	199800000	199899999	69	2q
4091	chr2	199900000	199999999	69	2q
4092	chr2	200000000	200099999	69	2q
4093	chr2	200100000	200199999	69	2q
4094	chr2	200200000	200299999	69	2q
4095	chr2	200300000	200399999	69	2q
4096	chr2	200400000	200499999	69	2q
4097	chr2	200500000	200599999	69	2q
4098	chr2	200600000	200699999	69	2q
4099	chr2	200700000	200799999	69	2q
4100	chr2	200800000	200899999	69	2q
4101	chr2	200900000	200999999	69	2q
4102	chr2	201000000	201099999	69	2q
4103	chr2	201100000	201199999	69	2q
4104	chr2	201200000	201299999	69	2q
4105	chr2	201300000	201399999	69	2q
4106	chr2	201400000	201499999	69	2q
4107	chr2	201500000	201599999	69	2q
4108	chr2	201600000	201699999	69	2q
4109	chr2	201700000	201799999	69	2q
4110	chr2	201800000	201899999	69	2q
4111	chr2	201900000	201999999	69	2q
4112	chr2	202000000	202099999	69	2q
4113	chr2	202100000	202199999	69	2q
4114	chr2	202200000	202299999	69	2q
4115	chr2	202300000	202399999	69	2q
4116	chr2	202400000	202499999	69	2q
4117	chr2	202500000	202599999	69	2q
4118	chr2	202600000	202699999	69	2q
4119	chr2	202700000	202799999	68	2q
4120	chr2	202800000	202899999	68	2q
4121	chr2	202900000	202999999	68	2q
4122	chr2	203000000	203099999	68	2q
4123	chr2	203100000	203199999	68	2q
4124	chr2	203200000	203299999	68	2q
4125	chr2	203300000	203399999	68	2q
4126	chr2	203400000	203499999	68	2q
4127	chr2	203500000	203599999	68	2q
4128	chr2	203600000	203699999	68	2q
4129	chr2	203700000	203799999	68	2q
4130	chr2	203800000	203899999	68	2q
4131	chr2	203900000	203999999	68	2q
4132	chr2	204000000	204099999	68	2q
4133	chr2	204100000	204199999	68	2q
4134	chr2	204200000	204299999	68	2q
4135	chr2	204300000	204399999	68	2q
4136	chr2	204400000	204499999	68	2q
4137	chr2	204500000	204599999	68	2q
4138	chr2	204600000	204699999	68	2q
4139	chr2	204700000	204799999	68	2q
4140	chr2	204800000	204899999	68	2q
4141	chr2	204900000	204999999	68	2q
4142	chr2	205000000	205099999	68	2q
4143	chr2	205100000	205199999	68	2q
4144	chr2	205200000	205299999	68	2q
4145	chr2	205300000	205399999	68	2q
4146	chr2	205400000	205499999	68	2q
4147	chr2	205500000	205599999	68	2q
4148	chr2	205600000	205699999	68	2q
4149	chr2	205700000	205799999	68	2q
4150	chr2	205800000	205899999	68	2q
4151	chr2	205900000	205999999	68	2q
4152	chr2	206000000	206099999	68	2q
4153	chr2	206100000	206199999	68	2q
4154	chr2	206200000	206299999	68	2q
4155	chr2	206300000	206399999	68	2q
4156	chr2	206400000	206499999	68	2q
4157	chr2	206500000	206599999	68	2q
4158	chr2	206600000	206699999	68	2q
4159	chr2	206700000	206799999	68	2q
4160	chr2	206800000	206899999	68	2q
4161	chr2	206900000	206999999	68	2q
4162	chr2	207000000	207099999	68	2q
4163	chr2	207100000	207199999	68	2q
4164	chr2	207200000	207299999	68	2q
4165	chr2	207300000	207399999	68	2q
4166	chr2	207400000	207499999	68	2q
4167	chr2	207500000	207599999	68	2q
4168	chr2	207600000	207699999	68	2q
4169	chr2	207700000	207799999	67	2q
4170	chr2	207800000	207899999	67	2q
4171	chr2	207900000	207999999	67	2q
4172	chr2	208000000	208099999	67	2q
4173	chr2	208100000	208199999	67	2q
4174	chr2	208200000	208299999	67	2q
4175	chr2	208300000	208399999	67	2q
4176	chr2	208400000	208499999	67	2q
4177	chr2	208500000	208599999	67	2q
4178	chr2	208600000	208699999	67	2q
4179	chr2	208700000	208799999	67	2q
4180	chr2	208800000	208899999	67	2q
4181	chr2	208900000	208999999	67	2q
4182	chr2	209000000	209099999	67	2q
4183	chr2	209100000	209199999	67	2q
4184	chr2	209200000	209299999	67	2q
4185	chr2	209300000	209399999	67	2q
4186	chr2	209400000	209499999	67	2q
4187	chr2	209500000	209599999	67	2q
4188	chr2	209600000	209699999	67	2q
4189	chr2	209700000	209799999	67	2q
4190	chr2	209800000	209899999	67	2q
4191	chr2	209900000	209999999	67	2q
4192	chr2	210000000	210099999	67	2q
4193	chr2	210100000	210199999	67	2q
4194	chr2	210200000	210299999	67	2q
4195	chr2	210300000	210399999	67	2q
4196	chr2	210400000	210499999	67	2q
4197	chr2	210500000	210599999	67	2q
4198	chr2	210600000	210699999	67	2q
4199	chr2	210700000	210799999	67	2q
4200	chr2	210800000	210899999	67	2q
4201	chr2	210900000	210999999	67	2q
4202	chr2	211000000	211099999	67	2q
4203	chr2	211100000	211199999	67	2q
4204	chr2	211200000	211299999	67	2q
4205	chr2	211300000	211399999	67	2q
4206	chr2	211400000	211499999	67	2q
4207	chr2	211500000	211599999	67	2q
4208	chr2	211600000	211699999	67	2q
4209	chr2	211700000	211799999	67	2q
4210	chr2	211800000	211899999	67	2q
4211	chr2	211900000	211999999	67	2q
4212	chr2	212000000	212099999	67	2q
4213	chr2	212100000	212199999	67	2q
4214	chr2	212200000	212299999	67	2q
4215	chr2	212300000	212399999	67	2q
4216	chr2	212400000	212499999	67	2q
4217	chr2	212500000	212599999	67	2q
4218	chr2	212600000	212699999	67	2q
4219	chr2	212700000	212799999	66	2q
4220	chr2	212800000	212899999	66	2q
4221	chr2	212900000	212999999	66	2q
4222	chr2	213000000	213099999	66	2q
4223	chr2	213100000	213199999	66	2q
4224	chr2	213200000	213299999	66	2q
4225	chr2	213300000	213399999	66	2q
4226	chr2	213400000	213499999	66	2q
4227	chr2	213500000	213599999	66	2q
4228	chr2	213600000	213699999	66	2q
4229	chr2	213700000	213799999	66	2q
4230	chr2	213800000	213899999	66	2q
4231	chr2	213900000	213999999	66	2q
4232	chr2	214000000	214099999	66	2q
4233	chr2	214100000	214199999	66	2q
4234	chr2	214200000	214299999	66	2q
4235	chr2	214300000	214399999	66	2q
4236	chr2	214400000	214499999	66	2q
4237	chr2	214500000	214599999	66	2q
4238	chr2	214600000	214699999	66	2q
4239	chr2	214700000	214799999	66	2q
4240	chr2	214800000	214899999	66	2q
4241	chr2	214900000	214999999	66	2q
4242	chr2	215000000	215099999	66	2q
4243	chr2	215100000	215199999	66	2q
4244	chr2	215200000	215299999	66	2q
4245	chr2	215300000	215399999	66	2q
4246	chr2	215400000	215499999	66	2q
4247	chr2	215500000	215599999	66	2q
4248	chr2	215600000	215699999	66	2q
4249	chr2	215700000	215799999	66	2q
4250	chr2	215800000	215899999	66	2q
4251	chr2	215900000	215999999	66	2q
4252	chr2	216000000	216099999	66	2q
4253	chr2	216100000	216199999	66	2q
4254	chr2	216200000	216299999	66	2q
4255	chr2	216300000	216399999	66	2q
4256	chr2	216400000	216499999	66	2q
4257	chr2	216500000	216599999	66	2q
4258	chr2	216600000	216699999	66	2q
4259	chr2	216700000	216799999	66	2q
4260	chr2	216800000	216899999	66	2q
4261	chr2	216900000	216999999	66	2q
4262	chr2	217000000	217099999	66	2q
4263	chr2	217100000	217199999	66	2q
4264	chr2	217200000	217299999	66	2q
4265	chr2	217300000	217399999	66	2q
4266	chr2	217400000	217499999	66	2q
4267	chr2	217500000	217599999	66	2q
4268	chr2	217600000	217699999	66	2q
4269	chr2	217700000	217799999	65	2q
4270	chr2	217800000	217899999	65	2q
4271	chr2	217900000	217999999	65	2q
4272	chr2	218000000	218099999	65	2q
4273	chr2	218100000	218199999	65	2q
4274	chr2	218200000	218299999	65	2q
4275	chr2	218300000	218399999	65	2q
4276	chr2	218400000	218499999	65	2q
4277	chr2	218500000	218599999	65	2q
4278	chr2	218600000	218699999	65	2q
4279	chr2	218700000	218799999	65	2q
4280	chr2	218800000	218899999	65	2q
4281	chr2	218900000	218999999	65	2q
4282	chr2	219000000	219099999	65	2q
4283	chr2	219100000	219199999	65	2q
4284	chr2	219200000	219299999	65	2q
4285	chr2	219300000	219399999	65	2q
4286	chr2	219400000	219499999	65	2q
4287	chr2	219500000	219599999	65	2q
4288	chr2	219600000	219699999	65	2q
4289	chr2	219700000	219799999	65	2q
4290	chr2	219800000	219899999	65	2q
4291	chr2	219900000	219999999	65	2q
4292	chr2	220000000	220099999	65	2q
4293	chr2	220100000	220199999	65	2q
4294	chr2	220200000	220299999	65	2q
4295	chr2	220300000	220399999	65	2q
4296	chr2	220400000	220499999	65	2q
4297	chr2	220500000	220599999	65	2q
4298	chr2	220600000	220699999	65	2q
4299	chr2	220700000	220799999	65	2q
4300	chr2	220800000	220899999	65	2q
4301	chr2	220900000	220999999	65	2q
4302	chr2	221000000	221099999	65	2q
4303	chr2	221100000	221199999	65	2q
4304	chr2	221200000	221299999	65	2q
4305	chr2	221300000	221399999	65	2q
4306	chr2	221400000	221499999	65	2q
4307	chr2	221500000	221599999	65	2q
4308	chr2	221600000	221699999	65	2q
4309	chr2	221700000	221799999	65	2q
4310	chr2	221800000	221899999	65	2q
4311	chr2	221900000	221999999	65	2q
4312	chr2	222000000	222099999	65	2q
4313	chr2	222100000	222199999	65	2q
4314	chr2	222200000	222299999	65	2q
4315	chr2	222300000	222399999	65	2q
4316	chr2	222400000	222499999	65	2q
4317	chr2	222500000	222599999	65	2q
4318	chr2	222600000	222699999	65	2q
4319	chr2	222700000	222799999	64	2q
4320	chr2	222800000	222899999	64	2q
4321	chr2	222900000	222999999	64	2q
4322	chr2	223000000	223099999	64	2q
4323	chr2	223100000	223199999	64	2q
4324	chr2	223200000	223299999	64	2q
4325	chr2	223300000	223399999	64	2q
4326	chr2	223400000	223499999	64	2q
4327	chr2	223500000	223599999	64	2q
4328	chr2	223600000	223699999	64	2q
4329	chr2	223700000	223799999	64	2q
4330	chr2	223800000	223899999	64	2q
4331	chr2	223900000	223999999	64	2q
4332	chr2	224000000	224099999	64	2q
4333	chr2	224100000	224199999	64	2q
4334	chr2	224200000	224299999	64	2q
4335	chr2	224300000	224399999	64	2q
4336	chr2	224400000	224499999	64	2q
4337	chr2	224500000	224599999	64	2q
4338	chr2	224600000	224699999	64	2q
4339	chr2	224700000	224799999	64	2q
4340	chr2	224800000	224899999	64	2q
4341	chr2	224900000	224999999	64	2q
4342	chr2	225000000	225099999	64	2q
4343	chr2	225100000	225199999	64	2q
4344	chr2	225200000	225299999	64	2q
4345	chr2	225300000	225399999	64	2q
4346	chr2	225400000	225499999	64	2q
4347	chr2	225500000	225599999	64	2q
4348	chr2	225600000	225699999	64	2q
4349	chr2	225700000	225799999	64	2q
4350	chr2	225800000	225899999	64	2q
4351	chr2	225900000	225999999	64	2q
4352	chr2	226000000	226099999	64	2q
4353	chr2	226100000	226199999	64	2q
4354	chr2	226200000	226299999	64	2q
4355	chr2	226300000	226399999	64	2q
4356	chr2	226400000	226499999	64	2q
4357	chr2	226500000	226599999	64	2q
4358	chr2	226600000	226699999	64	2q
4359	chr2	226700000	226799999	64	2q
4360	chr2	226800000	226899999	64	2q
4361	chr2	226900000	226999999	64	2q
4362	chr2	227000000	227099999	64	2q
4363	chr2	227100000	227199999	64	2q
4364	chr2	227200000	227299999	64	2q
4365	chr2	227300000	227399999	64	2q
4366	chr2	227400000	227499999	64	2q
4367	chr2	227500000	227599999	64	2q
4368	chr2	227600000	227699999	64	2q
4369	chr2	227700000	227799999	63	2q
4370	chr2	227800000	227899999	63	2q
4371	chr2	227900000	227999999	63	2q
4372	chr2	228000000	228099999	63	2q
4373	chr2	228100000	228199999	63	2q
4374	chr2	228200000	228299999	63	2q
4375	chr2	228300000	228399999	63	2q
4376	chr2	228400000	228499999	63	2q
4377	chr2	228500000	228599999	63	2q
4378	chr2	228600000	228699999	63	2q
4379	chr2	228700000	228799999	63	2q
4380	chr2	228800000	228899999	63	2q
4381	chr2	228900000	228999999	63	2q
4382	chr2	229000000	229099999	63	2q
4383	chr2	229100000	229199999	63	2q
4384	chr2	229200000	229299999	63	2q
4385	chr2	229300000	229399999	63	2q
4386	chr2	229400000	229499999	63	2q
4387	chr2	229500000	229599999	63	2q
4388	chr2	229600000	229699999	63	2q
4389	chr2	229700000	229799999	63	2q
4390	chr2	229800000	229899999	63	2q
4391	chr2	229900000	229999999	63	2q
4392	chr2	230000000	230099999	63	2q
4393	chr2	230100000	230199999	63	2q
4394	chr2	230200000	230299999	63	2q
4395	chr2	230300000	230399999	63	2q
4396	chr2	230400000	230499999	63	2q
4397	chr2	230500000	230599999	63	2q
4398	chr2	230600000	230699999	63	2q
4399	chr2	230700000	230799999	63	2q
4400	chr2	230800000	230899999	63	2q
4401	chr2	230900000	230999999	63	2q
4402	chr2	231000000	231099999	63	2q
4403	chr2	231100000	231199999	63	2q
4404	chr2	231200000	231299999	63	2q
4405	chr2	231300000	231399999	63	2q
4406	chr2	231400000	231499999	63	2q
4407	chr2	231500000	231599999	63	2q
4408	chr2	231600000	231699999	63	2q
4409	chr2	231700000	231799999	63	2q
4410	chr2	231800000	231899999	63	2q
4411	chr2	231900000	231999999	63	2q
4412	chr2	232000000	232099999	63	2q
4413	chr2	232100000	232199999	63	2q
4414	chr2	232200000	232299999	63	2q
4415	chr2	232300000	232399999	63	2q
4416	chr2	232400000	232499999	63	2q
4417	chr2	232500000	232599999	63	2q
4418	chr2	232600000	232699999	63	2q
4419	chr2	232700000	232799999	62	2q
4420	chr2	232800000	232899999	62	2q
4421	chr2	232900000	232999999	62	2q
4422	chr2	233000000	233099999	62	2q
4423	chr2	233100000	233199999	62	2q
4424	chr2	233200000	233299999	62	2q
4425	chr2	233300000	233399999	62	2q
4426	chr2	233400000	233499999	62	2q
4427	chr2	233500000	233599999	62	2q
4428	chr2	233600000	233699999	62	2q
4429	chr2	233700000	233799999	62	2q
4430	chr2	233800000	233899999	62	2q
4431	chr2	233900000	233999999	62	2q
4432	chr2	234100000	234199999	62	2q
4433	chr2	234200000	234299999	62	2q
4434	chr2	234300000	234399999	62	2q
4435	chr2	234400000	234499999	62	2q
4436	chr2	234500000	234599999	62	2q
4437	chr2	234600000	234699999	62	2q
4438	chr2	234700000	234799999	62	2q
4439	chr2	234800000	234899999	62	2q
4440	chr2	234900000	234999999	62	2q
4441	chr2	235000000	235099999	62	2q
4442	chr2	235100000	235199999	62	2q
4443	chr2	235200000	235299999	62	2q
4444	chr2	235300000	235399999	62	2q
4445	chr2	235400000	235499999	62	2q
4446	chr2	235500000	235599999	62	2q
4447	chr2	235600000	235699999	62	2q
4448	chr2	235700000	235799999	62	2q
4449	chr2	235800000	235899999	62	2q
4450	chr2	235900000	235999999	62	2q
4451	chr2	236000000	236099999	62	2q
4452	chr2	236100000	236199999	62	2q
4453	chr2	236200000	236299999	62	2q
4454	chr2	236300000	236399999	62	2q
4455	chr2	236400000	236499999	62	2q
4456	chr2	236500000	236599999	62	2q
4457	chr2	236600000	236699999	62	2q
4458	chr2	236700000	236799999	62	2q
4459	chr2	236800000	236899999	62	2q
4460	chr2	236900000	236999999	62	2q
4461	chr2	237000000	237099999	62	2q
4462	chr2	237100000	237199999	62	2q
4463	chr2	237200000	237299999	62	2q
4464	chr2	237300000	237399999	62	2q
4465	chr2	237400000	237499999	62	2q
4466	chr2	237500000	237599999	62	2q
4467	chr2	237600000	237699999	62	2q
4468	chr2	237700000	237799999	62	2q
4469	chr2	237800000	237899999	61	2q
4470	chr2	237900000	237999999	61	2q
4471	chr2	238000000	238099999	61	2q
4472	chr2	238100000	238199999	61	2q
4473	chr2	238200000	238299999	61	2q
4474	chr2	238300000	238399999	61	2q
4475	chr2	238400000	238499999	61	2q
4476	chr2	238500000	238599999	61	2q
4477	chr2	238600000	238699999	61	2q
4478	chr2	238700000	238799999	61	2q
4479	chr2	238800000	238899999	61	2q
4480	chr2	238900000	238999999	61	2q
4481	chr2	239000000	239099999	61	2q
4482	chr2	239100000	239199999	61	2q
4483	chr2	239200000	239299999	61	2q
4484	chr2	239300000	239399999	61	2q
4485	chr2	239400000	239499999	61	2q
4486	chr2	239500000	239599999	61	2q
4487	chr2	239600000	239699999	61	2q
4488	chr2	239700000	239799999	61	2q
4489	chr2	239900000	239999999	61	2q
4490	chr2	240000000	240099999	61	2q
4491	chr2	240100000	240199999	61	2q
4492	chr2	240200000	240299999	61	2q
4493	chr2	240300000	240399999	61	2q
4494	chr2	240400000	240499999	61	2q
4495	chr2	240500000	240599999	61	2q
4496	chr2	240600000	240699999	61	2q
4497	chr2	240900000	240999999	61	2q
4498	chr2	241000000	241099999	61	2q
4499	chr2	241100000	241199999	61	2q
4500	chr2	241200000	241299999	61	2q
4501	chr2	241300000	241399999	61	2q
4502	chr2	241400000	241499999	61	2q
4503	chr2	241500000	241599999	61	2q
4504	chr2	241600000	241699999	61	2q
4505	chr2	241700000	241799999	61	2q
4506	chr2	241800000	241899999	61	2q
4507	chr2	241900000	241999999	61	2q
4508	chr2	242000000	242099999	61	2q
4509	chr2	242100000	242199999	61	2q
4510	chr2	242200000	242299999	61	2q
4511	chr2	242300000	242399999	61	2q
4512	chr2	242400000	242499999	61	2q
4513	chr2	242500000	242599999	61	2q
4514	chr2	242600000	242699999	61	2q
4515	chr2	242700000	242799999	61	2q
4516	chr2	242800000	242899999	61	2q
4517	chr2	242900000	242999999	61	2q
4518	chr2	243000000	243099999	61	2q
4519	chr3	100000	199999	90	3p
4520	chr3	200000	299999	90	3p
4521	chr3	300000	399999	90	3p
4522	chr3	400000	499999	90	3p
4523	chr3	500000	599999	90	3p
4524	chr3	600000	699999	90	3p
4525	chr3	700000	799999	90	3p
4526	chr3	800000	899999	90	3p
4527	chr3	900000	999999	90	3p
4528	chr3	1000000	1099999	90	3p
4529	chr3	1100000	1199999	90	3p
4530	chr3	1200000	1299999	90	3p
4531	chr3	1300000	1399999	90	3p
4532	chr3	1400000	1499999	90	3p
4533	chr3	1500000	1599999	90	3p
4534	chr3	1600000	1699999	90	3p
4535	chr3	1700000	1799999	90	3p
4536	chr3	1800000	1899999	90	3p
4537	chr3	1900000	1999999	90	3p
4538	chr3	2000000	2099999	90	3p
4539	chr3	2100000	2199999	90	3p
4540	chr3	2200000	2299999	90	3p
4541	chr3	2300000	2399999	90	3p
4542	chr3	2400000	2499999	90	3p
4543	chr3	2500000	2599999	90	3p
4544	chr3	2600000	2699999	90	3p
4545	chr3	2700000	2799999	90	3p
4546	chr3	2800000	2899999	90	3p
4547	chr3	2900000	2999999	90	3p
4548	chr3	3000000	3099999	90	3p
4549	chr3	3100000	3199999	90	3p
4550	chr3	3200000	3299999	90	3p
4551	chr3	3300000	3399999	90	3p
4552	chr3	3400000	3499999	90	3p
4553	chr3	3500000	3599999	90	3p
4554	chr3	3600000	3699999	90	3p
4555	chr3	3700000	3799999	90	3p
4556	chr3	3800000	3899999	90	3p
4557	chr3	3900000	3999999	90	3p
4558	chr3	4000000	4099999	90	3p
4559	chr3	4100000	4199999	90	3p
4560	chr3	4200000	4299999	90	3p
4561	chr3	4300000	4399999	90	3p
4562	chr3	4400000	4499999	90	3p
4563	chr3	4500000	4599999	90	3p
4564	chr3	4600000	4699999	90	3p
4565	chr3	4700000	4799999	90	3p
4566	chr3	4800000	4899999	90	3p
4567	chr3	4900000	4999999	90	3p
4568	chr3	5000000	5099999	90	3p
4569	chr3	5100000	5199999	91	3p
4570	chr3	5200000	5299999	91	3p
4571	chr3	5300000	5399999	91	3p
4572	chr3	5400000	5499999	91	3p
4573	chr3	5500000	5599999	91	3p
4574	chr3	5600000	5699999	91	3p
4575	chr3	5700000	5799999	91	3p
4576	chr3	5800000	5899999	91	3p
4577	chr3	5900000	5999999	91	3p
4578	chr3	6000000	6099999	91	3p
4579	chr3	6100000	6199999	91	3p
4580	chr3	6200000	6299999	91	3p
4581	chr3	6300000	6399999	91	3p
4582	chr3	6400000	6499999	91	3p
4583	chr3	6500000	6599999	91	3p
4584	chr3	6600000	6699999	91	3p
4585	chr3	6700000	6799999	91	3p
4586	chr3	6800000	6899999	91	3p
4587	chr3	6900000	6999999	91	3p
4588	chr3	7000000	7099999	91	3p
4589	chr3	7100000	7199999	91	3p
4590	chr3	7200000	7299999	91	3p
4591	chr3	7300000	7399999	91	3p
4592	chr3	7400000	7499999	91	3p
4593	chr3	7500000	7599999	91	3p
4594	chr3	7600000	7699999	91	3p
4595	chr3	7700000	7799999	91	3p
4596	chr3	7800000	7899999	91	3p
4597	chr3	7900000	7999999	91	3p
4598	chr3	8000000	8099999	91	3p
4599	chr3	8100000	8199999	91	3p
4600	chr3	8200000	8299999	91	3p
4601	chr3	8300000	8399999	91	3p
4602	chr3	8400000	8499999	91	3p
4603	chr3	8500000	8599999	91	3p
4604	chr3	8600000	8699999	91	3p
4605	chr3	8700000	8799999	91	3p
4606	chr3	8800000	8899999	91	3p
4607	chr3	8900000	8999999	91	3p
4608	chr3	9000000	9099999	91	3p
4609	chr3	9100000	9199999	91	3p
4610	chr3	9200000	9299999	91	3p
4611	chr3	9300000	9399999	91	3p
4612	chr3	9400000	9499999	91	3p
4613	chr3	9500000	9599999	91	3p
4614	chr3	9600000	9699999	91	3p
4615	chr3	9700000	9799999	91	3p
4616	chr3	9800000	9899999	91	3p
4617	chr3	9900000	9999999	91	3p
4618	chr3	10000000	10099999	91	3p
4619	chr3	10100000	10199999	92	3p
4620	chr3	10200000	10299999	92	3p
4621	chr3	10300000	10399999	92	3p
4622	chr3	10400000	10499999	92	3p
4623	chr3	10500000	10599999	92	3p
4624	chr3	10600000	10699999	92	3p
4625	chr3	10700000	10799999	92	3p
4626	chr3	10800000	10899999	92	3p
4627	chr3	10900000	10999999	92	3p
4628	chr3	11000000	11099999	92	3p
4629	chr3	11100000	11199999	92	3p
4630	chr3	11200000	11299999	92	3p
4631	chr3	11300000	11399999	92	3p
4632	chr3	11400000	11499999	92	3p
4633	chr3	11500000	11599999	92	3p
4634	chr3	11600000	11699999	92	3p
4635	chr3	11700000	11799999	92	3p
4636	chr3	11800000	11899999	92	3p
4637	chr3	11900000	11999999	92	3p
4638	chr3	12000000	12099999	92	3p
4639	chr3	12100000	12199999	92	3p
4640	chr3	12200000	12299999	92	3p
4641	chr3	12300000	12399999	92	3p
4642	chr3	12400000	12499999	92	3p
4643	chr3	12500000	12599999	92	3p
4644	chr3	12600000	12699999	92	3p
4645	chr3	12700000	12799999	92	3p
4646	chr3	12800000	12899999	92	3p
4647	chr3	12900000	12999999	92	3p
4648	chr3	13000000	13099999	92	3p
4649	chr3	13100000	13199999	92	3p
4650	chr3	13200000	13299999	92	3p
4651	chr3	13300000	13399999	92	3p
4652	chr3	13400000	13499999	92	3p
4653	chr3	13500000	13599999	92	3p
4654	chr3	13600000	13699999	92	3p
4655	chr3	13700000	13799999	92	3p
4656	chr3	13800000	13899999	92	3p
4657	chr3	13900000	13999999	92	3p
4658	chr3	14000000	14099999	92	3p
4659	chr3	14100000	14199999	92	3p
4660	chr3	14200000	14299999	92	3p
4661	chr3	14300000	14399999	92	3p
4662	chr3	14400000	14499999	92	3p
4663	chr3	14500000	14599999	92	3p
4664	chr3	14600000	14699999	92	3p
4665	chr3	14700000	14799999	92	3p
4666	chr3	14800000	14899999	92	3p
4667	chr3	14900000	14999999	92	3p
4668	chr3	15000000	15099999	92	3p
4669	chr3	15100000	15199999	93	3p
4670	chr3	15200000	15299999	93	3p
4671	chr3	15300000	15399999	93	3p
4672	chr3	15400000	15499999	93	3p
4673	chr3	15500000	15599999	93	3p
4674	chr3	15600000	15699999	93	3p
4675	chr3	15700000	15799999	93	3p
4676	chr3	15800000	15899999	93	3p
4677	chr3	15900000	15999999	93	3p
4678	chr3	16000000	16099999	93	3p
4679	chr3	16100000	16199999	93	3p
4680	chr3	16200000	16299999	93	3p
4681	chr3	16300000	16399999	93	3p
4682	chr3	16400000	16499999	93	3p
4683	chr3	16500000	16599999	93	3p
4684	chr3	16600000	16699999	93	3p
4685	chr3	16700000	16799999	93	3p
4686	chr3	16800000	16899999	93	3p
4687	chr3	16900000	16999999	93	3p
4688	chr3	17000000	17099999	93	3p
4689	chr3	17100000	17199999	93	3p
4690	chr3	17200000	17299999	93	3p
4691	chr3	17300000	17399999	93	3p
4692	chr3	17400000	17499999	93	3p
4693	chr3	17500000	17599999	93	3p
4694	chr3	17600000	17699999	93	3p
4695	chr3	17700000	17799999	93	3p
4696	chr3	17800000	17899999	93	3p
4697	chr3	17900000	17999999	93	3p
4698	chr3	18000000	18099999	93	3p
4699	chr3	18100000	18199999	93	3p
4700	chr3	18200000	18299999	93	3p
4701	chr3	18300000	18399999	93	3p
4702	chr3	18400000	18499999	93	3p
4703	chr3	18500000	18599999	93	3p
4704	chr3	18600000	18699999	93	3p
4705	chr3	18700000	18799999	93	3p
4706	chr3	18800000	18899999	93	3p
4707	chr3	18900000	18999999	93	3p
4708	chr3	19000000	19099999	93	3p
4709	chr3	19100000	19199999	93	3p
4710	chr3	19200000	19299999	93	3p
4711	chr3	19300000	19399999	93	3p
4712	chr3	19400000	19499999	93	3p
4713	chr3	19500000	19599999	93	3p
4714	chr3	19600000	19699999	93	3p
4715	chr3	19700000	19799999	93	3p
4716	chr3	19800000	19899999	93	3p
4717	chr3	19900000	19999999	93	3p
4718	chr3	20000000	20099999	93	3p
4719	chr3	20100000	20199999	94	3p
4720	chr3	20200000	20299999	94	3p
4721	chr3	20300000	20399999	94	3p
4722	chr3	20400000	20499999	94	3p
4723	chr3	20500000	20599999	94	3p
4724	chr3	20600000	20699999	94	3p
4725	chr3	20700000	20799999	94	3p
4726	chr3	20800000	20899999	94	3p
4727	chr3	20900000	20999999	94	3p
4728	chr3	21000000	21099999	94	3p
4729	chr3	21100000	21199999	94	3p
4730	chr3	21200000	21299999	94	3p
4731	chr3	21300000	21399999	94	3p
4732	chr3	21400000	21499999	94	3p
4733	chr3	21500000	21599999	94	3p
4734	chr3	21600000	21699999	94	3p
4735	chr3	21700000	21799999	94	3p
4736	chr3	21800000	21899999	94	3p
4737	chr3	21900000	21999999	94	3p
4738	chr3	22000000	22099999	94	3p
4739	chr3	22100000	22199999	94	3p
4740	chr3	22200000	22299999	94	3p
4741	chr3	22300000	22399999	94	3p
4742	chr3	22400000	22499999	94	3p
4743	chr3	22500000	22599999	94	3p
4744	chr3	22600000	22699999	94	3p
4745	chr3	22700000	22799999	94	3p
4746	chr3	22800000	22899999	94	3p
4747	chr3	22900000	22999999	94	3p
4748	chr3	23000000	23099999	94	3p
4749	chr3	23100000	23199999	94	3p
